Yuma,3,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Arkadelphia,4,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Arkansas Post,4,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Batesville,4,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Benton,4,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Blytheville,4,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Camden,4,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Conway,4,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Crossett,4,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
El Dorado,4,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Fayetteville,4,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Forrest City,4,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Fort Smith,4,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Harrison,4,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Helena,4,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Hope,4,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Hot Springs,4,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Jacksonville,4,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Jonesboro,4,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Little Rock,4,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Magnolia,4,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Morrilton,4,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Newport,4,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
North Little Rock,4,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Osceola,4,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Pine Bluff,4,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Rogers,4,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Searcy,4,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Stuttgart,4,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Van Buren,4,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
West Memphis,4,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Alameda,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Alhambra,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Anaheim,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Antioch,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Arcadia,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Bakersfield,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Barstow,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Belmont,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Berkeley,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Beverly Hills,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Brea,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Buena Park,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Burbank,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Calexico,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Calistoga,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Carlsbad,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Carmel,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Chico,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Chula Vista,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Claremont,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Compton,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Concord,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Corona,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Coronado,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Costa Mesa,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Culver City,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Daly City,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Davis,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Downey,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
El Centro,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
El Cerrito,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
El Monte,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Escondido,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Eureka,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Fairfield,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Fontana,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Fremont,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Fresno,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Fullerton,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Garden Grove,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Glendale,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Hayward,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Hollywood,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Huntington Beach,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Indio,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Inglewood,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Irvine,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
La Habra,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Laguna Beach,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Lancaster,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Livermore,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Lodi,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Lompoc,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Long Beach,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Los Angeles,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Malibu,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Martinez,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Marysville,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Menlo Park,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Merced,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Modesto,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Monterey,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Mountain View,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Napa,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Needles,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Newport Beach,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Norwalk,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Novato,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Oakland,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Oceanside,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Ojai,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Ontario,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Orange,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Oroville,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Oxnard,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Pacific Grove,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Palm Springs,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Palmdale,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Palo Alto,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Pasadena,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Petaluma,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Pomona,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Port Hueneme,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Rancho Cucamonga,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Red Bluff,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Redding,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Redlands,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Redondo Beach,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Redwood City,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Richmond,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Riverside,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Roseville,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Sacramento,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Salinas,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
San Bernardino,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
San Clemente,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
San Diego,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
San Fernando,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
San Francisco,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
San Gabriel,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
San Jose,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
San Juan Capistrano,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
San Leandro,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
San Luis Obispo,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
San Marino,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
San Mateo,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
San Pedro,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
San Rafael,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
San Simeon,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Santa Ana,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Santa Barbara,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Santa Clara,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Santa Clarita,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Santa Cruz,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Santa Monica,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Santa Rosa,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Sausalito,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Simi Valley,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Sonoma,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
South San Francisco,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Stockton,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Sunnyvale,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Susanville,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Thousand Oaks,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Torrance,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Turlock,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Ukiah,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Vallejo,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Ventura,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Victorville,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Visalia,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Walnut Creek,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Watts,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
West Covina,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Whittier,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Woodland,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Yorba Linda,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Yuba City,5,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Alamosa,6,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Aspen,6,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Aurora,6,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Boulder,6,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Breckenridge,6,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Brighton,6,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Canon City,6,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Central City,6,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Climax,6,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Colorado Springs,6,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Cortez,6,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Cripple Creek,6,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Denver,6,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Durango,6,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Englewood,6,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Estes Park,6,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Fort Collins,6,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Fort Morgan,6,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Georgetown,6,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Glenwood Springs,6,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Golden,6,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Grand Junction,6,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Greeley,6,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Gunnison,6,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
La Junta,6,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Leadville,6,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Littleton,6,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Longmont,6,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Loveland,6,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Montrose,6,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Ouray,6,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Pagosa Springs,6,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Pueblo,6,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Silverton,6,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Steamboat Springs,6,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Sterling,6,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
Telluride,6,Sunny,7/07/2020  20:00:00 PM,F,7/07/2020  20:02:00 PM,T
